db_type,temp,chart_type,text_level,chart_quantity,img_index,someoneIdx,trialIdx,mem,int,tru,emp,sur,aes
Rand5_QPromptV1,0.1,line,msg,single,1,1,2,5,5,5,1,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,2,2,5,3,5,1,1,3
Rand5_QPromptV1,0.1,line,msg,single,1,3,2,3,3,5,3,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,4,2,5,3,5,1,3,5
Rand5_QPromptV1,0.5,line,msg,single,1,0,2,5,5,5,3,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,1,2,5,5,5,1,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,2,2,5,3,5,1,1,3
Rand5_QPromptV1,0.5,line,msg,single,1,3,2,3,3,5,3,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,4,2,5,3,5,1,3,5
Rand5_QPromptV1,1.0,line,msg,single,1,0,2,5,5,5,5,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,1,2,5,5,5,3,3,5
Rand5_QPromptV1,1.0,line,msg,single,1,2,2,5,3,5,3,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,3,2,3,3,5,5,5,3
Rand5_QPromptV1,1.0,line,msg,single,1,4,2,5,3,5,1,3,5
Rand5_QPromptV1,0.1,line,msg,single,1,0,3,5,5,5,3,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,1,3,5,5,5,3,3,5
Rand5_QPromptV1,0.1,line,msg,single,1,2,3,5,3,5,1,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,3,3,3,3,5,3,5,3
Rand5_QPromptV1,0.1,line,msg,single,1,4,3,5,3,5,1,3,5
Rand5_QPromptV1,0.5,line,msg,single,1,0,3,5,5,5,3,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,1,3,3,5,5,1,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,2,3,5,3,5,1,1,3
Rand5_QPromptV1,0.5,line,msg,single,1,3,3,3,3,5,5,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,4,3,3,3,5,1,1,5
Rand5_QPromptV1,1.0,line,msg,single,1,0,3,5,5,5,3,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,1,3,5,5,5,3,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,2,3,5,3,5,1,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,3,3,3,3,5,5,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,4,3,5,3,5,1,3,5
Rand5_QPromptV1,0.1,line,msg,single,1,0,4,5,5,5,3,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,1,4,5,5,5,1,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,2,4,5,3,5,1,1,3
Rand5_QPromptV1,0.1,line,msg,single,1,3,4,3,3,5,3,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,4,4,3,3,5,1,1,5
Rand5_QPromptV1,0.5,line,msg,single,1,0,4,5,5,5,3,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,1,4,5,5,5,3,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,2,4,3,3,5,1,1,3
Rand5_QPromptV1,0.5,line,msg,single,1,3,4,3,3,5,5,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,4,4,3,3,5,1,3,5
Rand5_QPromptV1,1.0,line,msg,single,1,0,4,5,5,5,5,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,1,4,3,5,5,3,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,2,4,5,3,5,3,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,3,4,3,3,5,3,5,3
Rand5_QPromptV1,1.0,line,msg,single,1,4,4,5,3,5,1,3,5
Rand5_QPromptV1,0.1,line,msg,single,1,0,5,5,5,5,3,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,1,5,5,5,5,1,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,2,5,5,3,5,1,1,3
Rand5_QPromptV1,0.1,line,msg,single,1,3,5,3,3,5,3,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,4,5,5,3,5,1,3,5
Rand5_QPromptV1,0.5,line,msg,single,1,0,5,5,5,5,3,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,1,5,5,5,5,3,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,2,5,5,3,5,1,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,3,5,3,3,5,3,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,4,5,5,3,5,1,3,5
Rand5_QPromptV1,1.0,line,msg,single,1,0,5,5,5,5,3,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,1,5,5,5,5,3,3,5
Rand5_QPromptV1,1.0,line,msg,single,1,2,5,5,3,5,1,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,3,5,3,3,5,5,5,3
Rand5_QPromptV1,1.0,line,msg,single,1,4,5,3,3,5,1,3,5
Rand5_QPromptV1,0.1,line,msg,single,1,0,6,5,5,5,3,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,1,6,5,5,5,1,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,2,6,5,3,5,1,1,3
Rand5_QPromptV1,0.1,line,msg,single,1,3,6,3,3,5,3,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,4,6,5,3,5,1,3,5
Rand5_QPromptV1,0.5,line,msg,single,1,0,6,5,5,5,3,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,1,6,5,5,5,3,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,2,6,5,3,5,1,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,3,6,3,3,5,3,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,4,6,5,3,5,1,3,5
Rand5_QPromptV1,1.0,line,msg,single,1,0,6,5,5,5,5,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,1,6,5,5,5,3,5,3
Rand5_QPromptV1,1.0,line,msg,single,1,2,6,5,3,5,3,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,3,6,3,3,5,5,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,4,6,5,5,5,3,5,5
Rand5_QPromptV1,0.1,line,msg,single,1,0,7,5,5,5,3,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,1,7,5,5,5,1,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,2,7,5,3,5,1,1,3
Rand5_QPromptV1,0.1,line,msg,single,1,3,7,3,3,5,3,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,4,7,5,3,5,1,3,5
Rand5_QPromptV1,0.5,line,msg,single,1,0,7,5,5,5,3,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,1,7,3,5,5,1,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,2,7,5,3,5,1,1,3
Rand5_QPromptV1,0.5,line,msg,single,1,3,7,3,3,5,5,5,3
Rand5_QPromptV1,0.5,line,msg,single,1,4,7,3,3,5,1,3,5
Rand5_QPromptV1,1.0,line,msg,single,1,0,7,5,5,5,3,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,1,7,5,5,5,3,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,2,7,5,3,5,1,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,3,7,3,3,5,5,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,4,7,5,3,5,1,3,5
Rand5_QPromptV1,0.1,line,msg,single,1,0,8,5,5,5,3,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,1,8,5,5,5,1,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,2,8,5,3,5,1,1,3
Rand5_QPromptV1,0.1,line,msg,single,1,3,8,3,3,5,3,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,4,8,5,3,5,1,3,5
Rand5_QPromptV1,0.5,line,msg,single,1,0,8,5,5,5,3,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,1,8,5,5,5,3,3,5
Rand5_QPromptV1,0.5,line,msg,single,1,2,8,5,3,5,1,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,3,8,3,3,5,5,5,3
Rand5_QPromptV1,0.5,line,msg,single,1,4,8,5,3,5,1,3,5
Rand5_QPromptV1,1.0,line,msg,single,1,0,8,5,5,5,3,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,1,8,5,5,5,3,3,5
Rand5_QPromptV1,1.0,line,msg,single,1,2,8,5,3,5,1,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,3,8,3,3,5,5,5,3
Rand5_QPromptV1,1.0,line,msg,single,1,4,8,5,3,5,1,3,5
Rand5_QPromptV1,0.1,line,msg,single,1,0,9,5,5,5,3,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,1,9,5,5,5,1,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,2,9,5,3,5,1,1,3
Rand5_QPromptV1,0.1,line,msg,single,1,3,9,3,3,5,3,3,3
Rand5_QPromptV1,0.1,line,msg,single,1,4,9,5,3,5,1,3,5
Rand5_QPromptV1,0.5,line,msg,single,1,0,9,5,5,5,3,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,1,9,5,5,5,3,5,3
Rand5_QPromptV1,0.5,line,msg,single,1,2,9,5,3,5,1,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,3,9,3,3,5,5,3,3
Rand5_QPromptV1,0.5,line,msg,single,1,4,9,5,3,5,1,3,5
Rand5_QPromptV1,1.0,line,msg,single,1,0,9,5,5,5,3,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,1,9,5,5,5,3,3,5
Rand5_QPromptV1,1.0,line,msg,single,1,2,9,5,3,5,1,3,3
Rand5_QPromptV1,1.0,line,msg,single,1,3,9,3,3,5,5,5,3
Rand5_QPromptV1,1.0,line,msg,single,1,4,9,5,3,5,1,3,5
Rand5_QPromptV1,0.1,pie,title,single,1,0,0,3,5,3,3,3,3
Rand5_QPromptV1,0.1,pie,title,single,1,1,0,3,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,2,0,3,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,3,0,1,1,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,4,0,3,3,3,1,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,0,0,3,5,3,3,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,1,0,3,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,2,0,3,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,3,0,1,1,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,4,0,3,3,3,1,3,3
Rand5_QPromptV1,1.0,pie,title,single,1,0,0,3,5,5,3,3,3
Rand5_QPromptV1,1.0,pie,title,single,1,1,0,3,3,5,3,3,3
Rand5_QPromptV1,1.0,pie,title,single,1,2,0,5,3,5,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,3,0,3,3,5,3,3,5
Rand5_QPromptV1,1.0,pie,title,single,1,4,0,3,3,5,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,0,1,3,5,3,3,3,3
Rand5_QPromptV1,0.1,pie,title,single,1,1,1,3,4,3,3,3,3
Rand5_QPromptV1,0.1,pie,title,single,1,2,1,3,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,3,1,3,3,3,3,3,3
Rand5_QPromptV1,0.1,pie,title,single,1,4,1,3,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,0,1,3,5,3,3,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,1,1,3,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,2,1,5,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,3,1,3,3,3,1,3,5
Rand5_QPromptV1,0.5,pie,title,single,1,4,1,3,3,3,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,0,1,3,5,3,3,3,3
Rand5_QPromptV1,1.0,pie,title,single,1,1,1,3,3,3,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,2,1,3,3,3,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,3,1,3,3,3,3,3,3
Rand5_QPromptV1,1.0,pie,title,single,1,4,1,3,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,0,2,3,5,3,3,3,3
Rand5_QPromptV1,0.1,pie,title,single,1,1,2,3,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,2,2,3,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,3,2,1,1,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,4,2,3,3,3,1,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,0,2,5,5,3,3,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,1,2,3,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,2,2,3,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,3,2,3,3,3,3,3,5
Rand5_QPromptV1,0.5,pie,title,single,1,4,2,3,3,3,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,0,2,3,5,3,3,3,3
Rand5_QPromptV1,1.0,pie,title,single,1,1,2,3,3,3,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,2,2,5,3,3,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,3,2,3,3,3,3,1,5
Rand5_QPromptV1,1.0,pie,title,single,1,4,2,3,1,3,1,1,1
Rand5_QPromptV1,0.1,pie,title,single,1,0,3,3,5,3,3,3,3
Rand5_QPromptV1,0.1,pie,title,single,1,1,3,3,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,2,3,5,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,3,3,3,3,3,3,3,5
Rand5_QPromptV1,0.1,pie,title,single,1,4,3,3,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,0,3,3,5,3,3,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,1,3,3,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,2,3,3,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,3,3,3,3,3,3,3,5
Rand5_QPromptV1,0.5,pie,title,single,1,4,3,3,3,3,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,0,3,3,5,3,3,3,3
Rand5_QPromptV1,1.0,pie,title,single,1,1,3,3,3,3,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,2,3,5,3,3,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,3,3,3,1,3,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,4,3,3,3,3,1,3,1
Rand5_QPromptV1,0.1,pie,title,single,1,0,4,3,5,3,3,3,3
Rand5_QPromptV1,0.1,pie,title,single,1,1,4,3,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,2,4,3,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,3,4,3,3,3,3,3,3
Rand5_QPromptV1,0.1,pie,title,single,1,4,4,1,3,3,1,3,1
Rand5_QPromptV1,0.5,pie,title,single,1,0,4,3,5,3,3,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,1,4,3,4,3,3,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,2,4,3,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,3,4,1,3,3,1,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,4,4,3,3,3,1,3,1
Rand5_QPromptV1,1.0,pie,title,single,1,0,4,3,5,5,3,3,3
Rand5_QPromptV1,1.0,pie,title,single,1,1,4,3,5,3,3,3,3
Rand5_QPromptV1,1.0,pie,title,single,1,2,4,5,3,5,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,3,4,3,3,5,3,3,5
Rand5_QPromptV1,1.0,pie,title,single,1,4,4,3,3,5,1,3,3
Rand5_QPromptV1,0.1,pie,title,single,1,0,5,3,5,3,3,3,3
Rand5_QPromptV1,0.1,pie,title,single,1,1,5,3,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,2,5,3,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,3,5,1,3,3,3,3,3
Rand5_QPromptV1,0.1,pie,title,single,1,4,5,3,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,0,5,3,5,5,3,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,1,5,3,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,2,5,5,3,5,1,1,5
Rand5_QPromptV1,0.5,pie,title,single,1,3,5,3,1,5,3,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,4,5,3,3,5,1,3,5
Rand5_QPromptV1,1.0,pie,title,single,1,0,5,3,5,5,3,3,3
Rand5_QPromptV1,1.0,pie,title,single,1,1,5,3,5,3,3,3,3
Rand5_QPromptV1,1.0,pie,title,single,1,2,5,5,3,5,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,3,5,3,3,5,3,3,5
Rand5_QPromptV1,1.0,pie,title,single,1,4,5,3,3,5,1,3,3
Rand5_QPromptV1,0.1,pie,title,single,1,0,6,3,5,3,3,3,3
Rand5_QPromptV1,0.1,pie,title,single,1,1,6,3,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,2,6,5,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,3,6,3,3,3,3,3,5
Rand5_QPromptV1,0.1,pie,title,single,1,4,6,3,1,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,0,6,3,5,3,3,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,1,6,3,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,2,6,3,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,3,6,3,3,3,3,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,4,6,3,3,3,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,0,6,3,5,3,3,3,3
Rand5_QPromptV1,1.0,pie,title,single,1,1,6,3,3,3,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,2,6,3,3,3,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,3,6,1,1,3,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,4,6,3,3,3,1,3,3
Rand5_QPromptV1,0.1,pie,title,single,1,0,7,3,5,3,3,3,3
Rand5_QPromptV1,0.1,pie,title,single,1,1,7,3,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,2,7,3,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,3,7,1,1,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,4,7,3,3,3,1,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,0,7,3,5,3,3,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,1,7,3,4,3,3,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,2,7,3,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,3,7,1,3,3,1,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,4,7,3,3,3,1,3,1
Rand5_QPromptV1,1.0,pie,title,single,1,0,7,3,5,3,3,3,3
Rand5_QPromptV1,1.0,pie,title,single,1,1,7,5,3,3,3,3,3
Rand5_QPromptV1,1.0,pie,title,single,1,2,7,3,3,3,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,3,7,3,1,3,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,4,7,3,3,3,1,3,3
Rand5_QPromptV1,0.1,pie,title,single,1,0,8,3,5,3,3,3,3
Rand5_QPromptV1,0.1,pie,title,single,1,1,8,3,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,2,8,3,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,3,8,1,1,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,4,8,3,3,3,1,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,0,8,3,5,3,3,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,1,8,3,4,3,3,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,2,8,3,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,3,8,1,3,3,1,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,4,8,3,3,3,1,3,1
Rand5_QPromptV1,1.0,pie,title,single,1,0,8,3,5,5,3,3,3
Rand5_QPromptV1,1.0,pie,title,single,1,1,8,3,4,3,3,3,3
Rand5_QPromptV1,1.0,pie,title,single,1,2,8,5,3,5,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,3,8,3,3,5,3,3,5
Rand5_QPromptV1,1.0,pie,title,single,1,4,8,3,3,5,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,0,9,3,5,3,3,3,3
Rand5_QPromptV1,0.1,pie,title,single,1,1,9,3,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,2,9,5,3,3,1,1,3
Rand5_QPromptV1,0.1,pie,title,single,1,3,9,3,3,3,3,3,5
Rand5_QPromptV1,0.1,pie,title,single,1,4,9,3,1,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,0,9,3,5,5,3,3,3
Rand5_QPromptV1,0.5,pie,title,single,1,1,9,3,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,2,9,5,3,3,1,1,3
Rand5_QPromptV1,0.5,pie,title,single,1,3,9,3,3,3,3,3,5
Rand5_QPromptV1,0.5,pie,title,single,1,4,9,3,3,3,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,0,9,3,5,5,3,3,3
Rand5_QPromptV1,1.0,pie,title,single,1,1,9,3,5,3,3,3,3
Rand5_QPromptV1,1.0,pie,title,single,1,2,9,5,3,5,1,1,3
Rand5_QPromptV1,1.0,pie,title,single,1,3,9,3,3,5,3,3,5
Rand5_QPromptV1,1.0,pie,title,single,1,4,9,3,3,5,1,1,3
Rand5_QPromptV1,0.1,bar,title,single,1,0,0,3,5,5,3,3,3
Rand5_QPromptV1,0.1,bar,title,single,1,1,0,3,3,5,1,1,3
Rand5_QPromptV1,0.1,bar,title,single,1,2,0,3,3,5,1,1,3
Rand5_QPromptV1,0.1,bar,title,single,1,3,0,1,1,5,1,1,3
Rand5_QPromptV1,0.1,bar,title,single,1,4,0,3,3,5,1,3,3
Rand5_QPromptV1,0.5,bar,title,single,1,0,0,3,5,3,3,3,3
Rand5_QPromptV1,0.5,bar,title,single,1,1,0,3,3,3,1,1,3
Rand5_QPromptV1,0.5,bar,title,single,1,2,0,3,3,3,1,1,3
Rand5_QPromptV1,0.5,bar,title,single,1,3,0,1,1,3,1,1,3
Rand5_QPromptV1,0.5,bar,title,single,1,4,0,3,3,3,1,3,3
Rand5_QPromptV1,1.0,bar,title,single,1,0,0,3,5,3,3,3,3
Rand5_QPromptV1,1.0,bar,title,single,1,1,0,3,5,3,3,3,3
Rand5_QPromptV1,1.0,bar,title,single,1,2,0,3,3,3,1,1,3
Rand5_QPromptV1,1.0,bar,title,single,1,3,0,1,1,3,1,1,3
Rand5_QPromptV1,1.0,bar,title,single,1,4,0,3,3,3,1,1,3
Rand5_QPromptV1,0.1,bar,title,single,1,0,1,3,5,5,3,3,3
Rand5_QPromptV1,0.1,bar,title,single,1,1,1,3,5,5,3,3,3
Rand5_QPromptV1,0.1,bar,title,single,1,2,1,3,3,5,1,1,3
Rand5_QPromptV1,0.1,bar,title,single,1,3,1,1,3,5,1,3,3
Rand5_QPromptV1,0.1,bar,title,single,1,4,1,3,3,5,1,1,3
Rand5_QPromptV1,0.5,bar,title,single,1,0,1,3,5,5,3,3,3
Rand5_QPromptV1,0.5,bar,title,single,1,1,1,3,5,5,3,3,3
Rand5_QPromptV1,0.5,bar,title,single,1,2,1,3,3,5,1,1,3
Rand5_QPromptV1,0.5,bar,title,single,1,3,1,1,3,5,1,3,3
Rand5_QPromptV1,0.5,bar,title,single,1,4,1,3,3,5,1,1,3
Rand5_QPromptV1,1.0,bar,title,single,1,0,1,3,5,5,3,3,3
Rand5_QPromptV1,1.0,bar,title,single,1,1,1,3,5,5,3,3,3
Rand5_QPromptV1,1.0,bar,title,single,1,2,1,3,3,5,1,1,3
Rand5_QPromptV1,1.0,bar,title,single,1,3,1,1,1,5,1,1,3
Rand5_QPromptV1,1.0,bar,title,single,1,4,1,3,3,5,1,1,3
Rand5_QPromptV1,0.1,bar,title,single,1,0,2,3,5,3,3,3,3
Rand5_QPromptV1,0.1,bar,title,single,1,1,2,3,5,3,3,3,3
Rand5_QPromptV1,0.1,bar,title,single,1,2,2,3,3,3,1,1,3
Rand5_QPromptV1,0.1,bar,title,single,1,3,2,1,3,3,1,1,3
Rand5_QPromptV1,0.1,bar,title,single,1,4,2,3,3,3,1,1,3
Rand5_QPromptV1,0.5,bar,title,single,1,0,2,3,5,3,3,3,3
Rand5_QPromptV1,0.5,bar,title,single,1,1,2,3,5,3,3,3,3
Rand5_QPromptV1,0.5,bar,title,single,1,2,2,3,3,3,1,1,3
Rand5_QPromptV1,0.5,bar,title,single,1,3,2,1,3,3,1,3,3
Rand5_QPromptV1,0.5,bar,title,single,1,4,2,3,3,3,1,1,3
Rand5_QPromptV1,1.0,bar,title,single,1,0,2,3,5,3,3,3,3
Rand5_QPromptV1,1.0,bar,title,single,1,1,2,3,5,3,3,3,3
Rand5_QPromptV1,1.0,bar,title,single,1,2,2,3,3,3,1,1,3
Rand5_QPromptV1,1.0,bar,title,single,1,3,2,1,1,3,1,1,3
Rand5_QPromptV1,1.0,bar,title,single,1,4,2,3,3,3,1,1,3
Rand5_QPromptV1,0.1,bar,title,single,1,0,3,3,5,3,3,3,3
Rand5_QPromptV1,0.1,bar,title,single,1,1,3,3,3,3,1,1,3
Rand5_QPromptV1,0.1,bar,title,single,1,2,3,3,3,3,1,1,3
Rand5_QPromptV1,0.1,bar,title,single,1,3,3,1,1,3,1,1,3
Rand5_QPromptV1,0.1,bar,title,single,1,4,3,3,3,3,1,3,3
Rand5_QPromptV1,0.5,bar,title,single,1,0,3,3,5,3,3,3,3
Rand5_QPromptV1,0.5,bar,title,single,1,1,3,3,3,3,1,1,3
Rand5_QPromptV1,0.5,bar,title,single,1,2,3,3,3,3,1,1,3
Rand5_QPromptV1,0.5,bar,title,single,1,3,3,1,1,3,1,1,3
Rand5_QPromptV1,0.5,bar,title,single,1,4,3,3,3,3,1,3,3
Rand5_QPromptV1,1.0,bar,title,single,1,0,3,3,3,5,3,1,3
Rand5_QPromptV1,1.0,bar,title,single,1,1,3,3,5,3,1,3,3
Rand5_QPromptV1,1.0,bar,title,single,1,2,3,5,3,3,1,1,3
Rand5_QPromptV1,1.0,bar,title,single,1,3,3,1,1,3,1,1,3
Rand5_QPromptV1,1.0,bar,title,single,1,4,3,3,3,3,1,3,1
Rand5_QPromptV1,0.1,bar,title,single,1,0,4,3,5,5,3,3,3
Rand5_QPromptV1,0.1,bar,title,single,1,1,4,3,5,5,3,3,3
Rand5_QPromptV1,0.1,bar,title,single,1,2,4,3,3,5,1,1,3
Rand5_QPromptV1,0.1,bar,title,single,1,3,4,1,3,5,1,3,3
Rand5_QPromptV1,0.1,bar,title,single,1,4,4,3,3,5,1,1,3
Rand5_QPromptV1,0.5,bar,title,single,1,0,4,3,5,3,3,3,3
Rand5_QPromptV1,0.5,bar,title,single,1,1,4,3,3,3,1,1,3
Rand5_QPromptV1,0.5,bar,title,single,1,2,4,3,3,3,1,1,3
Rand5_QPromptV1,0.5,bar,title,single,1,3,4,1,1,3,1,1,3
Rand5_QPromptV1,0.5,bar,title,single,1,4,4,3,3,3,1,3,3
Rand5_QPromptV1,1.0,bar,title,single,1,0,4,3,5,5,3,3,3
